"sender_name","timestamp_ms","content","share","is_geoblocked_for_viewer","reactions","audioFilesTimestamp","NumOfParticipants","MainFrom","videosTimestamp","photosTimestamp","app","person"
"",1679857933095,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1679857847444,"",NA,FALSE,"â¤ï¸",NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1679857842772,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1679857831475,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1679857827377,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1679820826955,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1679789960565,NA,NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1679789932109,NA,NA,FALSE,"â¤ï¸",1679789929,2,"konw_0001.json",NA,NA,"ig","f"
"",1679788190091,"","",FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1676644215010,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1676643229391,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1676623562427,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1676596750741,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1676596732002,"","",FALSE,"â¤ï¸",NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1675097078083,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1675096579230,"","",FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668294378933,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668288156077,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668288148413,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668288125766,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668288115163,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210439466,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210370855,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210353004,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210345987,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210339994,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210310127,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210306729,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210298945,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210291611,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210286325,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210278708,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210275946,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210274027,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210266122,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210257438,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210252116,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210232023,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210205706,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210200550,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210193974,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210188040,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210180503,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210177048,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210172659,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210170297,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210164227,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210116895,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210107060,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210098970,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210096353,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210092849,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210087227,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210083746,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210082292,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210078813,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210069713,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210066688,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210061115,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210050135,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210048903,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210045168,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210037114,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210034587,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210030180,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210024894,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210016227,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210012869,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210005737,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668210002909,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209994307,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209989526,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209984846,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209983324,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209978531,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209976876,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209975246,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209970087,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209959324,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209953811,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209948305,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209942727,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209940285,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209938653,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209935230,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209933402,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209930244,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209928243,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209911659,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209908411,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209890803,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209876917,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209867941,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209864776,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209860921,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209857223,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209850117,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209845200,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209840716,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209836394,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209823014,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209816804,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209814454,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209808595,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209802834,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209799437,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668209790356,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1668208882132,"","",FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1662897056510,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1662894202586,"","",FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1659997423020,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1659992432074,NA,NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1639835386714,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1639830891639,NA,"",FALSE,"â¤ï¸",NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1639830806272,NA,NA,FALSE,"â¤ï¸",NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1635868446034,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1635868390552,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1635868151665,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1635868126076,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1635868110006,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1635868100755,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1635606181006,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1635601100751,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1635601099402,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1635601096420,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1635601093559,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1635595094131,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1635595088347,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1635594910689,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1635594909040,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1635594025361,NA,NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1633892135688,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1633892127522,NA,"",FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1632605090499,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1632328240861,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1632326020261,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1632326011902,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1632326007115,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1631997865032,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1631994193304,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1631994178605,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1631994175945,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1631994170734,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1631967338417,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1631966267905,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1631960247652,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1631910057937,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1631907836403,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1631907831673,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1631881849260,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1631881842019,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1631876448703,"","",FALSE,"â¤ï¸",NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1631738093898,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1631738069514,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1631738065150,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1631738055866,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1631738054202,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1631738052803,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1631738050689,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1631738046050,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1631738042910,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1631738031400,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1631738026366,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1626272755848,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1625748959654,NA,"",FALSE,"â¤ï¸",NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1625748897403,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1625748892470,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1625748867250,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1625748847193,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1625748843483,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1625748829220,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1625748819613,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1625748808769,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1625748806075,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1625748171596,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1625667595283,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1625667585373,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1625667576810,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1625667573862,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1625667515254,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1625667510673,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1625667508782,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1625667503710,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1625635356012,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1625611478389,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1625611467255,"",NA,FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1560713652878,NA,"",FALSE,NA,NA,2,"konw_0001.json",NA,NA,"ig","f"
"",1696792222305,"",NA,FALSE,"â¤ï¸",NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1696792220299,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1696791121623,"","",FALSE,"â¤ï¸",NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1689620650620,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1689619530640,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1689616019123,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1689606504362,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1689606476087,"",NA,FALSE,"â¤ï¸",NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1689606463728,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1689605241941,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1689605215722,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1689605191057,"",NA,FALSE,"â¤ï¸",NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1679695907993,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1679695536397,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1679695519181,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1679695517066,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1679694496449,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1679693921202,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1679693894720,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1679693607708,"",NA,FALSE,"â¤ï¸",NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1679693170740,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1679693162023,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1679693158730,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1679693154566,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1679693145233,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1679693121383,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1679693037641,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1679693027509,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1679692880738,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1679692875775,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1679692875688,"",NA,FALSE,"â¤ï¸",NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1679692865684,"","",FALSE,"â¤ï¸",NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1674932513499,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1674931658158,"","",FALSE,"â¤ï¸",NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1671991684106,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1671990322851,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1671990102997,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1671990095644,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1671990086761,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1671990028328,"","",FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1668638776868,"","",FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1664805195167,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1664804999402,"","",FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1661453143470,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1661452034954,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1661450468270,"","",FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1653492148640,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1653492147007,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1653484470516,NA,"",FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1653145821285,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1653141020862,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1653141020352,NA,NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1652191136802,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1652188135606,NA,"",FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1652031173545,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1652030520579,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1652029697064,NA,"",FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1651592564039,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1651589853372,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1651589853067,NA,"",FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1651507012171,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
"",1651506745898,"",NA,FALSE,NA,NA,2,"konw_0002.json",NA,NA,"ig","f"
